Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Lifting non-finite axiomatizability results to extensions of process algebras","Acta Informatica","","47","3","10.1007/s00236-010-0114-7","Luca AcetoWan FokkinkAnna IngolfsdottirMohammadReza Mousavi","2010","http://link.springer.com/article/10.1007/s00236-010-0114-7","Article"
"Limit laws for terminal nodes in random circuits with restricted fan-out: a family of graphs generalizing binary search trees","Acta Informatica","","41","2 - 3","10.1007/s00236-004-0152-0","Hosam MahmoudTatsuie Tsukiji","2004","http://link.springer.com/article/10.1007/s00236-004-0152-0","Article"
"View selection for real conjunctive queries","Acta Informatica","","44","5","10.1007/s00236-007-0046-z","Foto AfratiRada ChirkovaManolis GergatsoulisVassia Pavlaki","2007","http://link.springer.com/article/10.1007/s00236-007-0046-z","Article"
"Der programmierbare endliche automat","Acta Informatica","","1","3","10.1007/BF00288687","G. Kaufhol","1972","http://link.springer.com/article/10.1007/BF00288687","Article"
"Power of interconnections and of nondeterminism in regularY-tree systolic automata","Mathematical systems theory","","28","3","10.1007/BF01303058","E. FachiniJ. GruskaM. NapoliD. Parente","1995","http://link.springer.com/article/10.1007/BF01303058","Article"
"The method of attributes for data flow analysis","Acta Informatica","","10","3","10.1007/BF00264320","Wayne A. BabichMehdi Jazayeri","1978","http://link.springer.com/article/10.1007/BF00264320","Article"
"Resolution of ambiguity in parsing","Acta Informatica","","6","4","10.1007/BF00268139","R. M. Wharton","1976","http://link.springer.com/article/10.1007/BF00268139","Article"
"On a class of recursive procedures and equivalent iterative ones","Acta Informatica","","12","4","10.1007/BF00268318","Teruo Hikita","1979","http://link.springer.com/article/10.1007/BF00268318","Article"
"Connectivity of workflow nets: the foundations of stepwise verification","Acta Informatica","","48","4","10.1007/s00236-011-0137-8","Artem PolyvyanyyMatthias WeidlichMathias Weske","2011","http://link.springer.com/article/10.1007/s00236-011-0137-8","Article"
"A Multiagent System For Web-Based Risk Management in Small and Medium Business","Highlights in Practical Applications of Agents and Multiagent Systems","","","","10.1007/978-3-642-19917-2_2","Juan F. De PazJavier BajoM. Lourdes BorrajoJuan M. Corchado","2011","http://link.springer.com/chapter/10.1007/978-3-642-19917-2_2","Chapter"
"Sequential method in propositional dynamic logic","Acta Informatica","","12","4","10.1007/BF00268322","Hirokazu Nishimura","1979","http://link.springer.com/article/10.1007/BF00268322","Article"
"Partial orderings descriptions and observations of nondeterministic concurrent processes","Linear Time, Branching Time and Partial Order in Logics and Models for Concurrency","","","","10.1007/BFb0013030","Pierpaolo DeganoRocco De NicolaUgo Montanari","1989","http://link.springer.com/chapter/10.1007/BFb0013030","Chapter"
"Ontology-Guided Approach to Feature-Based Opinion Mining","Natural Language Processing and Information Systems","","","","10.1007/978-3-642-22327-3_20","Isidro Peñalver-MartínezRafael Valencia-GarcíaFrancisco García-Sánchez","2011","http://link.springer.com/chapter/10.1007/978-3-642-22327-3_20","Chapter"
"Systems Approach to Attention Mechanisms in the Visual Pathway","Computer Aided Systems Theory - EUROCAST’99","","","","10.1007/10720123_43","Roberto Moreno-Díaz Jr.Juan Carlos Quevedo-LosadaAlexis Quesada-Arencibia","2000","http://link.springer.com/chapter/10.1007/10720123_43","Chapter"
"Nested satisfiability","Acta Informatica","","28","1","10.1007/BF02983372","Donald E. Knuth","1990","http://link.springer.com/article/10.1007/BF02983372","Article"
"A denotational framework for data flow analysis","Acta Informatica","","18","3","10.1007/BF00263194","Flemming Nielson","1982","http://link.springer.com/article/10.1007/BF00263194","Article"
"Tableau-based model checking in the propositional mu-calculus","Acta Informatica","","27","8","10.1007/BF00264284","Rance Cleaveland","1990","http://link.springer.com/article/10.1007/BF00264284","Article"
"State complexity of SBTA languages","LATIN '95: Theoretical Informatics","","","","10.1007/3-540-59175-3_101","J. GruskaA. MontiM. NapoliD. Parente","1995","http://link.springer.com/chapter/10.1007/3-540-59175-3_101","Chapter"
"Trial and error","Acta Informatica","","33","5","10.1007/BF03036467","Foued AmeurPaul FischerKlaus -U. HöffgenFriedhelm Meyer auf der Heide","1996","http://link.springer.com/article/10.1007/BF03036467","Article"
"Reduction rules for time Petri nets","Acta Informatica","","33","5","10.1007/BF03036471","Robert H. SloanUgo Buy","1996","http://link.springer.com/article/10.1007/BF03036471","Article"
"An efficient ELL(1)-parser generator","Acta Informatica","","23","2","10.1007/BF00289494","Reinhold Heckmann","1986","http://link.springer.com/article/10.1007/BF00289494","Article"
"Concurrent access to data","Acta Informatica","","8","4","10.1007/BF00271341","N. Ramsperger","1977","http://link.springer.com/article/10.1007/BF00271341","Article"
"On binary tree encodements⋆","Acta Informatica","","21","2","10.1007/BF00289239","Will D. Gillett","1984","http://link.springer.com/article/10.1007/BF00289239","Article"
"On problems with short certificates","Acta Informatica","","31","5","10.1007/BF01178668","Graham Farr","1994","http://link.springer.com/article/10.1007/BF01178668","Article"
"Concurrent search and insertion in 2–3 trees","Acta Informatica","","14","1","10.1007/BF00289064","Carla Schlatter Ellis","1980","http://link.springer.com/article/10.1007/BF00289064","Article"
"The synthesis problem of Petri nets","Acta Informatica","","33","4","10.1007/s002360050046","Jörg DeselWolfgang Reisig","1996","http://link.springer.com/article/10.1007/s002360050046","Article"
"Elements of finite order for finite weight-reducing and confluent thue systems","Acta Informatica","","25","5","10.1007/BF00279954","Paliath NarendranFriedrich Otto","1988","http://link.springer.com/article/10.1007/BF00279954","Article"
"Optimal worst case trees","Acta Informatica","","24","4","10.1007/BF00292115","Edward A. BenderCheryl E. PraegerNicholas C. Wormald","1987","http://link.springer.com/article/10.1007/BF00292115","Article"
"On parsing arithmetic expressions in a multiprocessing environment","Acta Informatica","","17","3","10.1007/BF00264355","François BaccelliThierry Fleury","1982","http://link.springer.com/article/10.1007/BF00264355","Article"
"Regenerative simulation of response times in networks of queues: statistical efficiency","Acta Informatica","","15","4","10.1007/BF00264534","Donald L. IglehartGerald S. Shedler","1981","http://link.springer.com/article/10.1007/BF00264534","Article"
"Forgetting automata and context-free languages","Acta Informatica","","33","5","10.1007/s002360050050","Petr JančarFrantišek MrázMartin Plátek","1996","http://link.springer.com/article/10.1007/s002360050050","Article"
"Decomposing a window into maximal quadtree blocks","Acta Informatica","","30","5","10.1007/BF01210594","Walid G. ArefHanan Samet","1993","http://link.springer.com/article/10.1007/BF01210594","Article"
"Formal Tools for Modular System Development","Applications and Theory of Petri Nets 2004","","","","10.1007/978-3-540-27793-4_5","Lucia PomelloLuca Bernardinello","2004","http://link.springer.com/chapter/10.1007/978-3-540-27793-4_5","Chapter"
"Lineare Realisierbarkeit endlicher Automaten über endlichen Körpern","Acta Informatica","","3","1","10.1007/BF00288654","Dr. Lutz Eichner","1973","http://link.springer.com/article/10.1007/BF00288654","Article"
"A desk-top sequent calculus machine","Artificial Intelligence and Symbolic Mathematical Computing","","","","10.1007/3-540-57322-4_16","G. CioniA. ColagrossiA. Miola","1993","http://link.springer.com/chapter/10.1007/3-540-57322-4_16","Chapter"
"A class of measures on formal languages","Acta Informatica","","9","1","10.1007/BF00263766","J. ParedaensR. Vyncke","1977","http://link.springer.com/article/10.1007/BF00263766","Article"
"The extended equivalence problem for a class of non-real-time deterministic pushdown automata","Acta Informatica","","32","4","10.1007/BF01178385","Etsuji TomitaKazushi Seino","1995","http://link.springer.com/article/10.1007/BF01178385","Article"
"Validation of a computer performance model of the exponential queuing network family","Acta Informatica","","7","2","10.1007/BF00265767","Thomas Giammo","1976","http://link.springer.com/article/10.1007/BF00265767","Article"
"Checking a Mutex Algorithm in a Process Algebra with Fairness","CONCUR 2006 – Concurrency Theory","","","","10.1007/11817949_10","Flavio CorradiniMaria Rita Di BerardiniWalter Vogler","2006","http://link.springer.com/chapter/10.1007/11817949_10","Chapter"
"Receptive process theory","Acta Informatica","","29","1","10.1007/BF01178564","Mark B. Josephs","1992","http://link.springer.com/article/10.1007/BF01178564","Article"
"Detecting morphic images of a word on the rank of a pattern","Acta Informatica","","32","5","10.1007/BF01213080","Jean Neraud","1995","http://link.springer.com/article/10.1007/BF01213080","Article"
"Optimal divide-and-conquer to compute measure and contour for a set of iso-rectangles","Acta Informatica","","21","3","10.1007/BF00264251","Ralf Hartmut Güting","1984","http://link.springer.com/article/10.1007/BF00264251","Article"
"Metatheorems for decision problems on hyperedge replacement graph languages","Acta Informatica","","26","7","10.1007/BF00288976","Annegret HabelHans -Jörg KreowskiWalter Vogler","1989","http://link.springer.com/article/10.1007/BF00288976","Article"
"A simple fixpoint argument without the restriction to continuity","Acta Informatica","","23","1","10.1007/BF00268074","Edsger W. DijkstraA. J. M. van Gasteren","1986","http://link.springer.com/article/10.1007/BF00268074","Article"
"Ramsey numbers and an approximation algorithm for the vertex cover problem","Acta Informatica","","22","1","10.1007/BF00290149","Burkhard MonienEwald Speckenmeyer","1985","http://link.springer.com/article/10.1007/BF00290149","Article"
"A theory of ultimately periodic languages and automata with an application to time granularity","Acta Informatica","","46","5","10.1007/s00236-009-0094-7","Davide BresolinAngelo MontanariGabriele Puppis","2009","http://link.springer.com/article/10.1007/s00236-009-0094-7","Article"
"Petri Nets and Dependability","Lectures on Concurrency and Petri Nets","","","","10.1007/978-3-540-27755-2_4","Simona BernardiAndrea BobbioSusanna Donatelli","2004","http://link.springer.com/chapter/10.1007/978-3-540-27755-2_4","Chapter"
"The ultimate equivalence problem for DOL systems","Acta Informatica","","10","1","10.1007/BF00260925","Karel Culik II","1978","http://link.springer.com/article/10.1007/BF00260925","Article"
"Abstract reduction in directed model checking CCS processes","Acta Informatica","","49","5","10.1007/s00236-012-0161-3","Antonella SantoneGigliola Vaglini","2012","http://link.springer.com/article/10.1007/s00236-012-0161-3","Article"
"Hybrid networks of evolutionary processors are computationally complete","Acta Informatica","","41","4 - 5","10.1007/s00236-004-0158-7","Erzsébet Csuhaj-VarjúCarlos Martín-VideVictor Mitrana","2005","http://link.springer.com/article/10.1007/s00236-004-0158-7","Article"
"On removing the machine from the language","Acta Informatica","","10","3","10.1007/BF00264318","Eric C. R. Hehner","1978","http://link.springer.com/article/10.1007/BF00264318","Article"
"A tutorial and bibliographical survey on graph grammars","Graph-Grammars and Their Application to Computer Science and Biology","","","","10.1007/BFb0025715","Manfred Nagl","1979","http://link.springer.com/chapter/10.1007/BFb0025715","Chapter"
"The relaxed min-max heap","Acta Informatica","","30","3","10.1007/BF01179371","Yuzheng DingMark Allen Weiss","1993","http://link.springer.com/article/10.1007/BF01179371","Article"
"On the complementation rule for multivalued dependencies in database relations","Acta Informatica","","10","3","10.1007/BF00264322","Joachim Biskup","1978","http://link.springer.com/article/10.1007/BF00264322","Article"
"Reasoning with behavioural knowledge in application domain models","AI*IA 97: Advances in Artificial Intelligence","","","","10.1007/3-540-63576-9_123","Ernesto CompatangeloFrancesco M. DoniniGiovanni Rumolo","1997","http://link.springer.com/chapter/10.1007/3-540-63576-9_123","Chapter"
"Time and Fairness in a Process Algebra with Non-blocking Reading","SOFSEM 2009: Theory and Practice of Computer Science","","","","10.1007/978-3-540-95891-8_20","Flavio CorradiniMaria Rita Di BerardiniWalter Vogler","2009","http://link.springer.com/chapter/10.1007/978-3-540-95891-8_20","Chapter"
"Single machine flow-time scheduling with scheduled maintenance","Acta Informatica","","29","4","10.1007/BF01178778","Chung-Yee LeeSurya Danusaputro Liman","1992","http://link.springer.com/article/10.1007/BF01178778","Article"
"On the complexity of some problems concerning the use of procedures. I.","Acta Informatica","","18","3","10.1007/BF00263196","Karl Winklmann","1982","http://link.springer.com/article/10.1007/BF00263196","Article"
